# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  0
20  0
25  0
30  0
35  0
40  1
45  0
50  1
55  1
60  1
65  3
70  4
75  4
80  1
85  0
90  0
95  1
100  0
105  0
110  1
115  0
120  0
125  0
130  0
135  0
140  0
145  1
150  1
155  1
160  1
165  0
170  0
175  0
