# Results for 200 trials
# n   time (msec)
# ---------------
5  2
10  0
15  0
20  0
25  1
30  1
35  1
40  1
45  0
50  0
55  0
60  1
65  1
70  1
75  2
80  2
85  1
90  2
95  4
100  1
105  1
110  2
115  1
120  1
125  2
130  3
135  2
140  1
145  1
150  1
155  1
160  2
165  3
170  1
175  1
