# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  1
15  0
20  0
25  0
30  1
35  0
40  0
45  0
50  1
55  3
60  6
65  3
70  0
75  0
80  1
85  1
90  1
95  0
100  0
105  1
110  1
115  1
120  0
125  1
130  1
135  2
140  2
145  1
150  1
155  2
160  2
165  2
170  3
175  2
