# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  0
15  0
20  0
25  0
30  1
35  0
40  0
45  0
50  1
55  1
60  1
65  1
70  1
75  1
80  1
85  1
90  0
95  2
100  1
105  1
110  1
115  1
120  2
125  2
130  1
135  0
140  1
145  1
150  0
155  1
160  0
165  0
170  1
175  0
